iteration,logloss,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
78,0.1542824767135044,2022-05-13 19:16:09.162821,2022-05-13 19:20:11.915558,0 days 00:04:02.752737,0.5609575164766105,0.6708216097119821,1.524046899910265e-07,0.048644408861371564,10.0,2.0,440.0,2.2809581780376943e-08,1.9058731720236959e-06,0.6867757219329979,COMPLETE
95,0.15433898413750932,2022-05-13 20:22:40.363653,2022-05-13 20:26:38.169769,0 days 00:03:57.806116,0.469692212246952,0.6173744511054962,5.780149460381383e-08,0.054078571814493694,10.0,2.0,470.0,4.297890596691751e-08,1.4256159363614787e-05,0.756854283557493,COMPLETE
77,0.15438180535298762,2022-05-13 19:12:04.341358,2022-05-13 19:16:09.162622,0 days 00:04:04.821264,0.45370305292504404,0.6088273989556816,1.5027106985525697e-07,0.05244906737610092,10.0,2.0,440.0,1.86334026021804e-07,1.7585869162399496e-06,0.7193562313524604,COMPLETE
79,0.15440880303289078,2022-05-13 19:20:11.915723,2022-05-13 19:24:13.117220,0 days 00:04:01.201497,0.4512012559221731,0.6159427167422676,1.47011970431106e-07,0.04871040976476766,10.0,2.0,440.0,1.5918687267210375e-08,2.3201292467585337e-06,0.682191713074029,COMPLETE
68,0.15455856370753468,2022-05-13 18:19:35.156929,2022-05-13 18:22:40.276052,0 days 00:03:05.119123,0.517683260462272,0.5157902992557304,1.1034255348910466e-07,0.057380972949156006,10.0,1.0,490.0,7.156781598565835e-07,5.729612495388749e-07,0.7462857136765273,COMPLETE
93,0.15474294413705897,2022-05-13 20:14:59.622467,2022-05-13 20:18:49.203637,0 days 00:03:49.581170,0.4338477725455661,0.7367054402908487,8.355173986575287e-07,0.07870224608574428,9.0,2.0,440.0,2.0052808385676325e-08,2.4741173644952295e-05,0.7419584574941762,COMPLETE
96,0.1547524639405147,2022-05-13 20:26:38.169951,2022-05-13 20:30:26.516997,0 days 00:03:48.347046,0.35879471955486575,0.6167944378508129,5.538877566478179e-08,0.07841382914441093,9.0,3.0,450.0,4.8893854718540955e-08,1.0027861770459018e-05,0.7506221463387507,COMPLETE
83,0.15477379033634872,2022-05-13 19:36:04.689660,2022-05-13 19:39:56.733029,0 days 00:03:52.043369,0.45545880909376846,0.6626211028459028,5.1223773673880645e-08,0.0499200056937827,9.0,2.0,440.0,3.8193887095514484e-08,2.0062584786238356e-06,0.6493035426829935,COMPLETE
87,0.1548923095998537,2022-05-13 19:51:46.518399,2022-05-13 19:55:37.205858,0 days 00:03:50.687459,0.46523844606626497,0.5645693972230801,5.447520820634766e-08,0.04989217493374849,9.0,2.0,450.0,2.031629499089427e-08,1.1592761559526703e-06,0.6723379681804748,COMPLETE
97,0.15493201781641375,2022-05-13 20:30:26.517174,2022-05-13 20:34:11.870628,0 days 00:03:45.353454,0.3556450222370503,0.6163006709426501,5.6309762882120906e-08,0.07811549191555411,8.0,3.0,480.0,3.845539922954405e-08,4.300912612660022e-05,0.7636199083213304,COMPLETE
74,0.1549343502052209,2022-05-13 18:38:17.833833,2022-05-13 18:41:22.407775,0 days 00:03:04.573942,0.43606557965517934,0.49783931414105564,2.2948281927774535e-08,0.04551105451251924,10.0,1.0,460.0,1.4270250641576703e-07,8.09366814113969e-06,0.8273816060565407,COMPLETE
80,0.1549735981708918,2022-05-13 19:24:13.117394,2022-05-13 19:28:05.993409,0 days 00:03:52.876015,0.446749226984355,0.6604526634698314,1.6916383111293707e-08,0.051561693758788434,9.0,2.0,440.0,1.2450412428565633e-08,1.7323378507452704e-06,0.6690439294441592,COMPLETE
67,0.15499666441922477,2022-05-13 18:16:33.181564,2022-05-13 18:19:35.156808,0 days 00:03:01.975244,0.5134788139612089,0.49238357712753617,1.6512703696708265e-07,0.05840215585661469,10.0,1.0,430.0,8.213145068114366e-07,4.50109806300946e-07,0.6946178436723016,COMPLETE
91,0.15502852654355284,2022-05-13 20:07:06.070375,2022-05-13 20:10:53.768233,0 days 00:03:47.697858,0.4361071892954167,0.7269715368661499,6.167233040397896e-07,0.0832538969247645,9.0,2.0,400.0,1.9947515056115068e-08,2.4803207787781226e-05,0.7328946943823799,COMPLETE
66,0.1550364898988419,2022-05-13 18:13:30.127325,2022-05-13 18:16:33.181445,0 days 00:03:03.054120,0.5160104084625581,0.520493193239394,2.3693658452007518e-07,0.061228339831105684,10.0,1.0,460.0,8.107346752755987e-07,4.5682855933828453e-07,0.703972323875617,COMPLETE
64,0.15503873123902037,2022-05-13 18:07:46.656300,2022-05-13 18:10:38.824352,0 days 00:02:52.168052,0.5134967614813037,0.5103617897401623,1.5090092931716292e-06,0.06446375363278481,8.0,1.0,500.0,1.772987214752732e-06,2.398886952590864e-07,0.5624691016308946,COMPLETE
