iteration,logloss,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
99,0.11423106374378855,2022-04-20 14:35:11.222266,2022-04-20 14:36:31.026399,0 days 00:01:19.804133,0.9770796993914928,0.6028031733852087,2.748786046661599e-05,0.06714070242824324,9,6,500,0.0007704072949307096,4.558393847211548e-05,0.8285434048433625,COMPLETE
96,0.11426964178995773,2022-04-20 14:31:17.667413,2022-04-20 14:32:37.818552,0 days 00:01:20.151139,0.8650170243288386,0.6043961529306385,2.2515365199469302e-05,0.06649532355331018,9,6,490,0.003295701245453041,4.4970363440629213e-05,0.8833402450508868,COMPLETE
81,0.11450422356899168,2022-04-20 14:11:09.149096,2022-04-20 14:12:29.647063,0 days 00:01:20.497967,0.8442974901253906,0.6037314621812889,1.0461118571620091e-05,0.056014838816120856,9,3,490,0.006652866974734599,1.0975019623360205e-06,0.8913676227812495,COMPLETE
64,0.11456869216917631,2022-04-20 13:48:40.447411,2022-04-20 13:50:01.681570,0 days 00:01:21.234159,0.7589543540314058,0.6018795566016127,0.20169780480358043,0.04188530577379964,9,1,420,0.33830752945962017,0.00021404402045098207,0.7694537530039526,COMPLETE
79,0.11458562012946484,2022-04-20 14:08:27.905355,2022-04-20 14:09:48.180191,0 days 00:01:20.274836,0.7123562525652877,0.6069487456465678,1.4027111341977433e-05,0.05360595007424582,9,2,430,0.007542951639636792,1.7015437979009186e-05,0.8469115377851806,COMPLETE
83,0.11462258423696357,2022-04-20 14:13:49.944327,2022-04-20 14:15:09.648534,0 days 00:01:19.704207,0.8088973840525664,0.48502338101433684,1.4809129715520463e-05,0.054109098010392334,9,3,430,0.0006561479728501196,1.1941069209827425e-05,0.8471343899357241,COMPLETE
92,0.11464860933543787,2022-04-20 14:25:59.799470,2022-04-20 14:27:20.466545,0 days 00:01:20.667075,0.9334832711461462,0.5321092747802567,1.6177627571673388e-05,0.06389503798751858,9,5,500,0.0010633236057433991,3.2963354528873973e-07,0.8438348712878321,COMPLETE
63,0.1146835169712029,2022-04-20 13:47:19.529464,2022-04-20 13:48:40.447287,0 days 00:01:20.917823,0.7575502840190326,0.679503506988845,0.16996018227079346,0.043521810902664444,9,1,420,0.28251315741822713,0.00014439822949990284,0.7705807323014892,COMPLETE
80,0.11468513650267506,2022-04-20 14:09:48.180319,2022-04-20 14:11:09.148953,0 days 00:01:20.968634,0.8556427925300674,0.49076500153919417,7.003195822006602e-06,0.055137379390411106,9,3,490,0.004888651643633579,1.959325268621432e-06,0.838881036731278,COMPLETE
74,0.11480073368916067,2022-04-20 14:01:52.960621,2022-04-20 14:03:14.197442,0 days 00:01:21.236821,0.6636567961625032,0.5826603974360661,3.4570578509322297e-06,0.053479484147809675,9,2,470,0.011353365891276739,6.493973753929983e-05,0.9787472259064347,COMPLETE
