iteration,logloss,datetime_start,datetime_complete,duration,bagging_freq,colsample_bytree,lambda_l1,lambda_l2,learning_rate,max_depth,min_child_samples,min_gain_to_split,n_estimators,num_leaves,subsample,state
64,0.15669653374072967,2022-05-14 16:19:22.200275,2022-05-14 16:21:20.850815,0 days 00:01:58.650540,8,0.4421328088439629,1.8108593985768235e-08,1.3983527803690125e-06,0.06531163131919056,10,330,0.41480137178119253,500,640,0.7760295887433482,COMPLETE
32,0.15677515382851911,2022-05-14 15:16:24.446051,2022-05-14 15:18:44.092495,0 days 00:02:19.646444,9,0.48954641564639895,2.66221404732178e-08,1.1187311705029296e-05,0.050624863649658666,11,500,0.0002642761406778521,460,600,0.8167155986076241,COMPLETE
31,0.15680469930775992,2022-05-14 15:14:04.600215,2022-05-14 15:16:24.445913,0 days 00:02:19.845698,8,0.4741090275196458,1.2241468804175127e-08,0.00014575893357597847,0.0598921814327487,11,470,0.05534370592658293,450,620,0.8142312810383865,COMPLETE
8,0.15683316256573746,2022-05-14 14:27:31.005072,2022-05-14 14:29:38.166842,0 days 00:02:07.161770,7,0.7134523781572382,2.0121714366055646e-08,4.344584605004079e-05,0.0445316198178969,10,420,0.1771168329159789,460,620,0.7358146669061874,COMPLETE
41,0.15684466872795824,2022-05-14 15:34:48.033415,2022-05-14 15:36:59.764546,0 days 00:02:11.731131,8,0.432455480601133,2.2363250270868468e-08,7.888159332949549e-06,0.06125977053100754,10,500,0.14659075629751978,480,580,0.764861572361956,COMPLETE
97,0.15695709628392096,2022-05-14 17:20:10.672258,2022-05-14 17:21:59.161995,0 days 00:01:48.489737,7,0.483084245653877,1.4445356364837138e-07,8.553057366387835e-07,0.07721111577189743,9,500,0.32234616012145423,490,680,0.7119408182323789,COMPLETE
81,0.15703467153700323,2022-05-14 16:50:15.282127,2022-05-14 16:52:13.084631,0 days 00:01:57.802504,8,0.43704569229941437,1.6517982384255607e-08,5.702111958563733e-06,0.05218303846136983,10,460,0.3131690171203702,490,480,0.8038164807348369,COMPLETE
92,0.1572195844345985,2022-05-14 17:10:16.996277,2022-05-14 17:12:18.393130,0 days 00:02:01.396853,8,0.44310555328037277,2.190058714950886e-08,0.0017266190841378674,0.043181413021599155,10,470,0.7130891580972858,500,620,0.8657306161671283,COMPLETE
86,0.1573236052532321,2022-05-14 16:59:43.309251,2022-05-14 17:01:35.435879,0 days 00:01:52.126628,7,0.47250221029825085,1.536864261433881e-08,0.0017192834324965339,0.05951265090690569,9,400,0.8208357063255809,480,700,0.8630033376514381,COMPLETE
11,0.15732577284268964,2022-05-14 14:33:04.876333,2022-05-14 14:35:02.916224,0 days 00:01:58.039891,7,0.4415059991263283,1.0959052510918725e-08,1.5196858507763745e-05,0.06031139530366368,9,390,0.047293821803434,500,560,0.5009646462436903,COMPLETE
54,0.1573280252816912,2022-05-14 16:00:54.550306,2022-05-14 16:02:45.219003,0 days 00:01:50.668697,8,0.6669388097127174,1.666617352116156e-08,1.5140979985990246e-06,0.0655799777412408,10,460,1.196894162032891,460,520,0.7164296110451702,COMPLETE
