iteration,logloss,datetime_start,datetime_complete,duration,depth,n_estimators,l2_leaf_reg,learning_rate,min_data_in_leaf,one_hot_max_size,scale_pos_weight,state
44,0.17054290273497805,2022-05-13 06:54:43.977162,2022-05-13 06:56:12.993459,0 days 00:01:29.016297,9,120,2.5165194004754644e-05,0.07686312816810267,4,16,0.8444896994667198,COMPLETE
77,0.17089246167480487,2022-05-13 07:46:08.920637,2022-05-13 07:47:44.203707,0 days 00:01:35.283070,10,280,1.8473127383406026e-05,0.027575624330452367,14,20,0.9652943226264036,COMPLETE
36,0.1715010665723244,2022-05-13 06:42:33.510502,2022-05-13 06:44:01.980889,0 days 00:01:28.470387,7,160,4.172557260215522e-07,0.09619494287762506,13,19,0.6620967935349871,COMPLETE
35,0.17213991110788152,2022-05-13 06:40:59.915030,2022-05-13 06:42:33.510400,0 days 00:01:33.595370,10,230,2.7919705883850643e-06,0.031689788305384096,10,14,0.9206422225043309,COMPLETE
27,0.17218756282344827,2022-05-13 06:28:40.030478,2022-05-13 06:30:09.894964,0 days 00:01:29.864486,10,100,0.00012190043289494688,0.09970058335219911,16,15,0.6486000091634132,COMPLETE
65,0.17260006483168808,2022-05-13 07:27:22.939981,2022-05-13 07:28:51.950807,0 days 00:01:29.010826,4,340,3.681399831909441e-06,0.07197588544263155,7,11,0.7769839889270461,COMPLETE
88,0.17304604458489617,2022-05-13 08:03:32.218460,2022-05-13 08:05:07.836372,0 days 00:01:35.617912,10,310,1.123024477341237e-06,0.056293808139956346,11,16,0.9775202479280531,COMPLETE
26,0.1733794737926623,2022-05-13 06:27:06.832192,2022-05-13 06:28:40.030375,0 days 00:01:33.198183,9,300,1.1176187876308596e-07,0.026082920292588584,9,9,0.8009371776528074,COMPLETE
29,0.17376597565981186,2022-05-13 06:31:41.478962,2022-05-13 06:33:10.828624,0 days 00:01:29.349662,8,190,1.368923857280203e-06,0.04621240673899852,9,18,0.7957765146076696,COMPLETE
62,0.17396345656704684,2022-05-13 07:22:40.834858,2022-05-13 07:24:13.817421,0 days 00:01:32.982563,9,320,7.557285364005897e-06,0.023258647218720757,11,11,0.8228871222876389,COMPLETE
67,0.17470099267003708,2022-05-13 07:30:25.405442,2022-05-13 07:31:59.624063,0 days 00:01:34.218621,10,260,1.7970464255245544e-06,0.02419560504541388,5,9,0.8554862216856177,COMPLETE
87,0.17481142752947942,2022-05-13 08:01:54.896476,2022-05-13 08:03:32.218333,0 days 00:01:37.321857,10,350,1.102020261863826e-05,0.017463250307874132,14,18,0.9112924744100599,COMPLETE
